order_id,date,region,category,product,units,unit_price,discount_pct,revenue
ORD-100391,2025-01-27,West,Grocery,Cereal,9,250,0,2250.0
ORD-100392,2025-01-28,North,Home,Mixer,8,180,15,1224.0
ORD-100393,2025-01-29,East,Electronics,Laptop,4,60,15,204.0
ORD-100394,2025-01-30,West,Apparel,Jacket,2,90,10,162.0
ORD-100395,2025-01-31,North,Home,Lamp,1,60,10,54.0
ORD-100396,2025-02-01,South,Grocery,Coffee,5,40,10,180.0
ORD-100397,2025-02-02,South,Grocery,Snacks,7,40,15,238.0
ORD-100398,2025-02-03,North,Apparel,Jacket,2,180,0,360.0
ORD-100399,2025-02-04,North,Apparel,Shirt,6,15,15,76.5
ORD-100400,2025-02-05,East,Grocery,Cereal,4,120,10,432.0
ORD-100401,2025-02-06,West,Grocery,Tea,10,180,0,1800.0
ORD-100402,2025-02-07,East,Home,Mixer,2,90,0,180.0
ORD-100403,2025-02-08,West,Home,Cookware,6,120,0,720.0
ORD-100404,2025-02-09,North,Electronics,Headphones,8,120,0,960.0
ORD-100405,2025-02-10,North,Home,Mixer,3,180,5,513.0
ORD-100406,2025-02-11,West,Electronics,Laptop,2,120,10,216.0
ORD-100407,2025-02-12,North,Apparel,Shirt,1,90,5,85.5
ORD-100408,2025-02-13,West,Electronics,Phone,10,40,15,340.0
ORD-100409,2025-02-14,West,Home,Vacuum,5,90,0,450.0
ORD-100410,2025-02-15,West,Home,Mixer,3,180,0,540.0
ORD-100411,2025-02-16,West,Apparel,Shirt,2,120,0,240.0
ORD-100412,2025-02-17,South,Grocery,Tea,8,25,0,200.0
ORD-100413,2025-02-18,East,Electronics,Monitor,6,180,0,1080.0
ORD-100414,2025-02-19,West,Apparel,Shirt,10,40,0,400.0
ORD-100415,2025-02-20,East,Home,Cookware,6,40,5,228.0
ORD-100416,2025-02-21,East,Apparel,Shirt,10,60,0,600.0
ORD-100417,2025-02-22,West,Apparel,Shirt,6,25,10,135.0
ORD-100418,2025-02-23,South,Home,Mixer,8,60,5,456.0
ORD-100419,2025-02-24,East,Electronics,Monitor,8,40,15,272.0
ORD-100420,2025-02-25,East,Home,Lamp,3,180,5,513.0
ORD-100421,2025-02-26,North,Grocery,Cereal,10,180,10,1620.0
ORD-100422,2025-02-27,West,Electronics,Headphones,9,25,0,225.0
ORD-100423,2025-02-28,South,Apparel,Jeans,10,15,10,135.0
ORD-100424,2025-03-01,West,Apparel,Shirt,2,15,0,30.0
ORD-100425,2025-03-02,East,Home,Vacuum,8,120,5,912.0
ORD-100426,2025-03-03,West,Home,Lamp,1,250,0,250.0
ORD-100427,2025-03-04,East,Grocery,Coffee,2,40,0,80.0
ORD-100428,2025-03-05,East,Apparel,Shirt,4,250,0,1000.0
ORD-100429,2025-03-06,West,Electronics,Monitor,8,120,0,960.0
ORD-100430,2025-03-07,East,Electronics,Laptop,1,120,15,102.0
ORD-100431,2025-03-08,North,Home,Vacuum,9,40,10,324.0
ORD-100432,2025-03-09,South,Apparel,Shirt,8,60,5,456.0
ORD-100433,2025-03-10,South,Home,Cookware,7,15,15,89.25
ORD-100434,2025-03-11,South,Grocery,Cereal,7,15,15,89.25
ORD-100435,2025-03-12,South,Home,Lamp,2,25,10,45.0
ORD-100436,2025-03-13,South,Apparel,Shoes,4,250,0,1000.0
ORD-100437,2025-03-14,East,Grocery,Snacks,10,180,10,1620.0
ORD-100438,2025-03-15,West,Electronics,Headphones,6,250,10,1350.0
ORD-100439,2025-03-16,South,Apparel,Jacket,3,120,0,360.0
ORD-100440,2025-03-17,South,Apparel,Jacket,3,120,15,306.0
ORD-100441,2025-03-18,South,Grocery,Cereal,10,40,10,360.0
ORD-100442,2025-03-19,West,Grocery,Tea,8,40,10,288.0
ORD-100443,2025-03-20,South,Grocery,Snacks,3,40,0,120.0
ORD-100444,2025-03-21,West,Electronics,Headphones,1,250,0,250.0
ORD-100445,2025-03-22,South,Grocery,Cereal,7,250,5,1662.5
ORD-100446,2025-03-23,West,Grocery,Tea,2,15,0,30.0
ORD-100447,2025-03-24,East,Electronics,Headphones,4,90,0,360.0
ORD-100448,2025-03-25,West,Grocery,Coffee,10,25,0,250.0
ORD-100449,2025-03-26,East,Electronics,Monitor,9,60,5,513.0
ORD-100450,2025-03-27,North,Home,Lamp,1,250,0,250.0
ORD-100451,2025-03-28,East,Electronics,Monitor,2,60,0,120.0
ORD-100452,2025-03-29,East,Grocery,Tea,10,40,0,400.0
ORD-100453,2025-03-30,South,Electronics,Headphones,9,90,10,729.0
ORD-100454,2025-03-31,South,Apparel,Shoes,5,90,10,405.0
ORD-100455,2025-04-01,North,Home,Cookware,1,90,15,76.5
ORD-100456,2025-04-02,South,Home,Vacuum,3,120,0,360.0
ORD-100457,2025-04-03,West,Grocery,Tea,10,90,15,765.0
ORD-100458,2025-04-04,West,Grocery,Cereal,2,25,5,47.5
ORD-100459,2025-04-05,East,Apparel,Shirt,8,120,10,864.0
ORD-100460,2025-04-06,North,Electronics,Monitor,6,25,10,135.0
ORD-100461,2025-04-07,West,Home,Cookware,4,250,0,1000.0
ORD-100462,2025-04-08,East,Apparel,Shoes,9,40,10,324.0
ORD-100463,2025-04-09,West,Apparel,Jacket,1,25,15,21.25
ORD-100464,2025-04-10,West,Electronics,Laptop,3,250,5,712.5
ORD-100465,2025-04-11,North,Grocery,Tea,3,90,0,270.0
ORD-100466,2025-04-12,East,Electronics,Headphones,5,25,0,125.0
ORD-100467,2025-04-13,South,Electronics,Monitor,5,60,5,285.0
ORD-100468,2025-04-14,North,Electronics,Laptop,4,250,0,1000.0
ORD-100469,2025-04-15,South,Home,Cookware,1,15,15,12.75
ORD-100470,2025-04-16,East,Electronics,Monitor,3,250,0,750.0
ORD-100471,2025-04-17,South,Grocery,Coffee,2,25,0,50.0
ORD-100472,2025-04-18,East,Apparel,Jeans,7,40,15,238.0
ORD-100473,2025-04-19,South,Electronics,Laptop,10,40,5,380.0
ORD-100474,2025-04-20,East,Home,Vacuum,7,250,0,1750.0
ORD-100475,2025-04-21,North,Electronics,Phone,2,180,0,360.0
ORD-100476,2025-04-22,West,Apparel,Jeans,4,90,15,306.0
ORD-100477,2025-04-23,North,Home,Lamp,1,90,0,90.0
ORD-100478,2025-04-24,South,Grocery,Snacks,1,60,5,57.0
ORD-100479,2025-04-25,West,Electronics,Phone,8,25,10,180.0
ORD-100480,2025-04-26,North,Apparel,Shoes,3,180,10,486.0
ORD-100481,2025-04-27,West,Apparel,Jeans,8,25,0,200.0
ORD-100482,2025-04-28,North,Electronics,Headphones,4,15,0,60.0
ORD-100483,2025-04-29,West,Apparel,Shirt,7,180,0,1260.0
ORD-100484,2025-04-30,South,Apparel,Jacket,5,25,10,112.5
ORD-100485,2025-05-01,South,Home,Lamp,7,25,0,175.0
ORD-100486,2025-05-02,West,Home,Mixer,4,25,5,95.0
ORD-100487,2025-05-03,North,Grocery,Coffee,5,40,0,200.0
ORD-100488,2025-05-04,North,Home,Mixer,3,250,0,750.0
ORD-100489,2025-05-05,East,Home,Lamp,3,90,15,229.5
ORD-100490,2025-05-06,North,Electronics,Headphones,7,90,10,567.0
ORD-100491,2025-05-07,North,Apparel,Jacket,8,250,10,1800.0
ORD-100492,2025-05-08,East,Electronics,Monitor,10,40,0,400.0
ORD-100493,2025-05-09,South,Apparel,Jacket,10,25,0,250.0
ORD-100494,2025-05-10,North,Electronics,Laptop,4,15,5,57.0
ORD-100495,2025-05-11,East,Grocery,Tea,3,15,10,40.5
ORD-100496,2025-05-12,West,Home,Lamp,4,180,15,612.0
ORD-100497,2025-05-13,East,Apparel,Jacket,10,120,0,1200.0
ORD-100498,2025-05-14,North,Home,Vacuum,9,15,5,128.25
ORD-100499,2025-05-15,North,Grocery,Snacks,5,120,0,600.0
